Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor
CIEG486070,LEC,Engineering Project Management,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Small,Edgar Parker"
CIEG492070,LEC,International Construction,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Small,Edgar Parker"
CIEG666000,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CIEG675010,LEC,Matlab for Engineering Analysis,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Puleo,Jack A"
CIEG869000,IND,Master's Thesis,NEWRK,1-6 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CISC101010,LEC,Principles of Computing,NEWRK,3 Hrs,MTWRF,10:00AM - 11:30AM,Jan 3 - Feb 4,"Neff,Jean Marie"
CISC101020L,LAB,Principles of Computing,NEWRK,3 Hrs,TR,5:00PM - 6:30PM,Jan 3 - Feb 4,"Neff,Jean Marie"
CISC355010,LEC,"Computers, Ethics and Society",NEWRK,3 Hrs,MR,6:00PM - 10:00PM,Jan 3 - Feb 4,"Lynch,T Gregory"
CISC366000,IND,Independent Study,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CISC466000,IND,Independent Study,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CISC606010,LEC,Foundations in Programming,NEWRK,3 Hrs,TR,5:00PM - 7:30PM,Jan 3 - Feb 4,"Pollock,Lori"
CISC699000,IND,Graduate Internship,NEWRK,1 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CISC969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
COMM212010,LEC,Public Speaking & Professional Presentation,NEWRK,3 Hrs,,Canceled,,
COMM212061,LEC,Public Speaking & Professional Presentation,NEWRK,3 Hrs,MTWRF,10:00AM - 12:00PM,Jan 3 - Jan 28,"Mortenson,Steven Todd"
COMM230194,LEC,Communication and Interpersonal Behavior,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Caplan,Scott E"
COMM230195,LEC,Communication and Interpersonal Behavior,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Caplan,Scott E"
COMM245194,LEC,Media and Society,NEWRK,3 Hrs,TBD,,Jan 3 - Feb 4,"Young,Dannagal Goldthwaite"
COMM245195,LEC,Media and Society,NEWRK,3 Hrs,TBD,,Jan 3 - Feb 4,"Young,Dannagal Goldthwaite"
COMM301010,LEC,Introduction to Communication Research Methods,NEWRK,3 Hrs,MTWRF,2:00PM - 3:30PM,Jan 3 - Feb 4,"Ellithorpe,Morgan"
COMM423010,LEC,"Communication, Advertising, and the Consumer",NEWRK,3 Hrs,MTWRF,12:00PM - 1:30PM,Jan 3 - Feb 4,"Angelini,James Reynolds"
CPEG366000,IND,INDEPENDENT STUDY,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CPEG466000,IND,INDEPENDENT STUDY,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CPEG869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CRJU110192,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Parker,Karen Faye"
CRJU110193,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Parker,Karen Faye"
CRJU110194,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Parker,Karen Faye"
CRJU110195,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Parker,Karen Faye"
CRJU110195,LEC,Introduction to Criminal Justice,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Parker,Karen Faye"
CRJU303192,LEC,Juvenile Delinquency,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Hughes,Cresean"
CRJU303193,LEC,Juvenile Delinquency,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Hughes,Cresean"
CRJU303194,LEC,Juvenile Delinquency,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Hughes,Cresean"
CRJU303195,LEC,Juvenile Delinquency,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Hughes,Cresean"
CRJU304010,LEC,Criminology,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"O'Connell,Daniel J"
CRJU366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CRJU367192,LEC,Seminar: CRIMINAL JUSTICE ETHICS,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Griffin,Jennifer Diehl"
CRJU367193,LEC,Seminar: CRIMINAL JUSTICE ETHICS,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Griffin,Jennifer Diehl"
CRJU367194,LEC,Seminar: CRIMINAL JUSTICE ETHICS,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Griffin,Jennifer Diehl"
CRJU367195,LEC,Seminar: CRIMINAL JUSTICE ETHICS,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Griffin,Jennifer Diehl"
CRJU369192,LEC,"Alcohol, Drugs and Crime",NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Anderson,Tammy L"
CRJU369193,LEC,"Alcohol, Drugs and Crime",NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Anderson,Tammy L"
CRJU369194,LEC,"Alcohol, Drugs and Crime",NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Anderson,Tammy L"
CRJU369195,LEC,"Alcohol, Drugs and Crime",NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Anderson,Tammy L"
CRJU460192,LEC,Criminal Justice Policy,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Miller,Susan L"
CRJU460193,LEC,Criminal Justice Policy,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Miller,Susan L"
CRJU460194,LEC,Criminal Justice Policy,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Miller,Susan L"
CRJU460195,LEC,Criminal Justice Policy,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Miller,Susan L"
CRJU466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
CSCD490010,RSC,Research Practicum,NEWRK,1-3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Morini,Giovanna"
CSCD490011,RSC,Research Practicum,NEWRK,1-3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Earle,Frances Sayako"
CSCD490012,RSC,Research Practicum,NEWRK,1-3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Sheng,Li"
CSCD615001,LEC,Cultural Humility in Clinical Practice,NEWRK,2 Hrs,TBD,,Jan 3 - Feb 4,"Cook,Christine Virion"
CSCD620010,LEC,Foundations of Clinical Practice II,NEWRK,2 Hrs,TR,12:30PM - 3:30PM,Jan 3 - Feb 4,"Truluck,Jacqueline Gatti"
CSCD651010,CLN,Clinical Practicum,NEWRK,1-3 Hrs,MTWRF,11:30AM - 12:30PM,Jan 3 - Feb 4,"Truluck,Jacqueline Gatti"
CSCD750020D,DIS,Adv Clinical Practicum Sem,NEWRK,0 Hrs,F,9:30AM - 10:30AM,Jan 3 - Feb 4,"Truluck,Jacqueline Gatti"
CSCD895010,CLN,Clinical Fellowship,NEWRK,1-9 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Verdolini Abbott,Katherine T"
DANC101010,LEC,Introduction to the Art of Dance,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"Bibik,Janice Marian"
DANC203011,LEC,Beginning Modern Dance,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Schroeder,Kimberly A."
DISA666000,IND,Special Problem,NEWRK,1-12 Hrs,TBD,,Jan 3 - Feb 4,Staff
DISA667010,LEC,SEMINAR: CHALLENGES IN DISASTER PREP,NEWRK,3 Hrs,SSun ,9:05AM - 8:30PM ,Jan 8 - Jan 9 ,"DeYoung,Sarah Elizabeth"
DISA866000,IND,Special Problem,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
DIST200000,IND,Access: ABILITY Experience,NEWRK,1-3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
DIST266000,IND,SPECIAL PROBLEM,NEWRK,1-3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
DIST301070,LEC,Disability Studies: Special Topics,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Eisenman,Laura T"
EAMC620012,FLD,Field Study,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Dann,Catharine Christie"
EAMC620013,FLD,Field Study,NEWRK,0 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Brueckner,Martin C"
ECON100010,LEC,Economic Issues and Policies,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,Staff
ECON101010,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,Staff
ECON101011,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,MTWRF,12:00PM - 1:45PM,Jan 3 - Feb 4,Staff
ECON101194,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Link,Charles Robert"
ECON101195,LEC,Introduction to Microeconomics,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Link,Charles Robert"
ECON103010,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,Staff
ECON103011,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,Staff
ECON103012,LEC,Introduction to Macroeconomics,NEWRK,3 Hrs,MTWRF,12:00PM - 1:45PM,Jan 3 - Feb 4,Staff
ECON300010,LEC,Intermediate Microeconomic Theory,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Sharpley Jr,George Allen"
ECON303010,LEC,Intermediate Macroeconomic Theory,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Mccandless,George Thomas"
ECON308010,LEC,Banking and Monetary Policy,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"Haynes,Kievina Kristina"
ECON308010,LEC,Banking and Monetary Policy,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"Haynes,Kievina Kristina"
ECON317010,LEC,Latin American Economics,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"Mccandless,George Thomas"
EDUC230010,LEC,Introduction to Exceptional Children,NEWRK,3 Hrs,MTWR,10:00AM - 12:00PM,Jan 3 - Feb 4,"Allison,Gary Stephen"
EDUC366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC414010,LEC,Teaching Exceptional Adolescents,NEWRK,3 Hrs,MTWR,1:00PM - 3:00PM,Jan 3 - Feb 4,"Allison,Gary Stephen"
EDUC439010,LEC,Educational Technology Topics: AUGMENTED REALITY,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Hofstetter,Fred T"
EDUC439011,LEC,Educational Technology Topics: AUGMENTED REALITY,NEWRK,3 Hrs,TR,5:00PM - 6:15PM,Jan 3 - Feb 4,"Hofstetter,Fred T"
EDUC440010,LEC,Literacy Instruction for English Language Learners,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Pasquarella,Adrian Domenic K"
EDUC451010,LEC,Educational Assessment for Classroom Teachers,NEWRK,3 Hrs,MW,12:20PM - 1:10PM,Jan 3 - Feb 4,"Kotch-Jester,Stephanie Ann"
EDUC466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC467010,LEC,SEMINAR: K-8 TEACHING INTERNSHIP,NEWRK,1-6 Hrs,MTWRF ,8:00AM - 4:00PM ,Jan 3 - Feb 4 ,"Kotch-Jester,Stephanie Ann"
EDUC469080,RSC,Research Internship Experience,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC614010,LEC,Teaching Exceptional Adolescents,NEWRK,3 Hrs,MTWR,1:00PM - 3:00PM,Jan 3 - Feb 4,"Allison,Gary Stephen"
EDUC623010,LEC,Applied Human Development in the Schools,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Lavigne,Nancy C"
EDUC639010,LEC,Educational Technology Topics: AUGMENTED REALITY,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Hofstetter,Fred T"
EDUC639011,LEC,Educational Technology Topics: AUGMENTED REALITY,NEWRK,3 Hrs,TR,5:00PM - 6:15PM,Jan 3 - Feb 4,"Hofstetter,Fred T"
EDUC666000,IND,Special Problem,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC669010,LEC,Engagement in the General Curriculum for Students with Severe Disabilities,NEWRK,3 Hrs,M,5:00PM - 7:00PM,Jan 3 - Feb 4,"Mallory,Sarah"
EDUC673011,LEC,School-to-Adult Life Transitions & Disability,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Eisenman,Laura T"
EDUC814010,LEC,Psychological Assessment of Children,NEWRK,3 Hrs,MTW,5:00PM - 8:00PM,Jan 3 - Feb 4,Staff
EDUC818010,LEC,Educational Technology Foundations,NEWRK,3 Hrs,TR,6:30PM - 7:45PM,Jan 3 - Feb 4,"Hofstetter,Fred T"
EDUC866000,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC880000,IND,Education Leadership Portfolio I,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC881000,IND,Education Leadership Portfolio II,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC882000,IND,Education Leadership Portfolio III,NEWRK,2 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC891010,LEC,Organizational Problem Analysis and Planning in Education,NEWRK,3 Hrs,W,5:00PM - 10:00PM,Jan 3 - Feb 4,"Bailes,Lauren Paige"
EDUC964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EDUC969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
EGGG367070,LEC,SEMINAR: International EGGG Internship,NEWRK,3 Hrs,,Canceled,,
ELEG366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG666000,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG666001,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,TBD,,Jan 3 - Feb 4,"Fang,Hui"
ELEG866000,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG868000,RSC,Research,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ELEG969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ENEP667070,LEC,Seminar,NEWRK,3 Hrs,TBD,,Jan 3 - Feb 4,"Shah,Kalim"
ENGL110010,LEC,Seminar in Composition,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Wilson,Arline Natalie"
ENGL110011,LEC,Seminar in Composition,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Oz,Seda"
ENGL110012,LEC,Seminar in Composition,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Bragg,Nicolette"
ENGL151061,LEC,Studies in Popular Fiction: CREATING HORROR,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Miller,George Eric"
ENGL202070,LEC,Biblical and Classical Literature,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Satran,David R"
ENGL208070,LEC,Introduction to Drama,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Halio,Jay Leon"
ENGL217010,LEC,Introduction to Film,NEWRK,3 Hrs,TWR,1:00PM - 4:00PM,Jan 3 - Feb 4,"Oz,Seda"
ENGL230061,LEC,Introduction to Environmental Humanities,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"Jenkins,Mckay B"
ENGL280061,LEC,Approaches to Literature for Non-Majors,NEWRK,3 Hrs,MTWRF,12:00PM - 1:45PM,Jan 3 - Feb 4,"McKenna III,Bernard J"
ENGL280062,LEC,Approaches to Literature for Non-Majors,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Spaulding,Asa Timothy"
ENGL280062,LEC,Approaches to Literature for Non-Majors,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Spaulding,Asa Timothy"
ENGL301070,LEC,Advanced Writing,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"McCamley,Max Michael"
ENGL301071,LEC,Advanced Writing,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Bunnell,Charlene"
ENGL312060,LEC,Written Communications in Business,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Dill,Lisa Gleysteen"
ENGL312061,LEC,Written Communications in Business,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Rivers,William J"
ENGL312070,LEC,Written Communications in Business,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Barua,Mahasveta"
ENGL371061,LEC,Studies in Fiction: TOLKIEN'S WORKS,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"McKenna III,Bernard J"
ENGL380070,LEC,Women Writers,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Barua,Mahasveta"
ENGL409061,LEC,Topics in Journalism: ENVIRONMENTAL JOURNALISM,NEWRK,3 Hrs,MTWRF,2:00PM - 3:45PM,Jan 3 - Feb 4,"Jenkins,Mckay B"
ENGL410060,LEC,Technical Writing,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Dill,Lisa Gleysteen"
ENGL410061,LEC,Technical Writing,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Rinkevich,Matthew James"
ENSC464000,INT,Environmental Internship,NEWRK,3-6 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ENTR150194,LEC,Business Basics for Entrepreneurs,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Freeman,Daniel J"
ENTR150195,LEC,Business Basics for Entrepreneurs,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Freeman,Daniel J"
ENTR155194,LEC,Start Up of the Professional You,NEWRK,1 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Pante,Jill Marie"
ENTR155195,LEC,Start Up of the Professional You,NEWRK,1 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Pante,Jill Marie"
ENTR156194D,DIS,From Ideas to Action,NEWRK,1 Hrs,ASYN,,Jan 3 - Feb 4,"Jacobs,Justin Robert"
ENTR156195D,DIS,From Ideas to Action,NEWRK,1 Hrs,ASYN,,Jan 3 - Feb 4,"Jacobs,Justin Robert"
ENTR157194D,DIS,Venturing for Good,NEWRK,1 Hrs,ASYN,,Jan 3 - Feb 4,"Frieswyk,Julie"
ENTR157195D,DIS,Venturing for Good,NEWRK,1 Hrs,ASYN,,Jan 3 - Feb 4,"Frieswyk,Julie"
ENTR253010D,DIS,Individual Leadership - Building a Foundation for Success,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Middlebrooks,Anthony Eric"
ENTR350010,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,MTWRF,8:00AM - 9:45AM,Jan 3 - Feb 4,"Parikh,Mona A"
ENTR350011,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,MTWRF,10:00AM - 11:45AM,Jan 3 - Feb 4,"O'Hara,Linda A"
ENTR356010,LEC,Creativity and Design Thinking,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Middlebrooks,Anthony Eric"
ENTR364194,INT,Entrepreneurship in Practice: Internship,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Pante,Jill Marie"
ENTR364195,INT,Entrepreneurship in Practice: Internship,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,Staff
ENTR420010D,DIS,Social Entrepreneurship,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Raible,Stephanie E"
ENTR451071,LEC,Special Topics in Entrepreneurship,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,"Measley,Nathaniel P"
ENVR464000,INT,Environmental Internship,NEWRK,3-6 Hrs,TBD,12:00AM - 12:00AM,Jan 3 - Feb 4,Staff
ENWC201194,LEC,Wildlife Conservation and Ecology,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"McCarthy,Kyle Patrick"
ENWC201195,LEC,Wildlife Conservation and Ecology,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"McCarthy,Kyle Patrick"
ENWC412001,LEC,Waterfowl Hunter Education,NEWRK,1 Hrs,TBD,,Jan 3 - Feb 4,"Williams,Christopher K"
ENWC466002,IND,Independent Study,NEWRK,1-6 Hrs,TBD,,Jan 3 - Feb 4,Staff
ENWC656010,LEC,Conservation Biology,NEWRK,3 Hrs,MTWR,10:00AM - 11:45AM,Jan 3 - Feb 4,"Shriver,W G."
EPID689010,PRC,Applied Practice Experience,NEWRK,3 Hrs,ASYN,,Jan 3 - Feb 4,"Horney,Jennifer"
FASH213010,LEC,Development of Contemporary Fashion: Cultural Expressions,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Orzada,Belinda T"
FASH218010,LEC,Introduction to Fashion Business,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Kim,Hye-Shin"
FASH320010,INT,Fashion and Apparel Internship,NEWRK,1-3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Shaffer,Brenda Hudson"
FASH430010,LEC,Apparel Brand Management & Marketing,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Jung,Jaehee"
FASH455010,LEC,Global Apparel and Textile Trade and Sourcing,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Jan 3 - Feb 4,"Lu,Sheng"
FINC311011,LEC,Principles of Finance,NEWRK,3 Hrs,TWR,10:00AM - 12:25PM,Jan 3 - Feb 4,"Stocker,John Andrew"
FINC314050,LEC,Investments,NEWRK,3 Hrs,MW,6:00PM - 10:00PM,Jan 3 - Feb 4,"Danby,Peter Christopher"
